density, u velocity, v velocity, pressure, Mach, Temperature, x_points, y_points, z_points
0.116144, 867.972, 1.47265e-17, 10000, 2.5, 300, 0.019802, 0.0196078, 0.0
0.116144, 867.972, 2.16772e-16, 10000, 2.5, 300, 0.019802, 0.0588235, 0.0
0.116144, 867.972, 3.12717e-15, 10000, 2.5, 300, 0.019802, 0.0980392, 0.0
0.116144, 867.972, 6.54008e-15, 10000, 2.5, 300, 0.019802, 0.137255, 0.0
0.116144, 867.972, 6.24804e-15, 10000, 2.5, 300, 0.019802, 0.176471, 0.0
0.116144, 867.972, 2.76043e-14, 10000, 2.5, 300, 0.019802, 0.215686, 0.0
0.116144, 867.972, 4.60136e-15, 10000, 2.5, 300, 0.019802, 0.254902, 0.0
0.116144, 867.972, -2.77235e-14, 10000, 2.5, 300, 0.019802, 0.294118, 0.0
0.116144, 867.972, 2.76777e-14, 10000, 2.5, 300, 0.019802, 0.333333, 0.0
0.116144, 867.972, 1.93014e-14, 10000, 2.5, 300, 0.019802, 0.372549, 0.0
0.116144, 867.972, -1.83746e-14, 10000, 2.5, 300, 0.019802, 0.411765, 0.0
0.116144, 867.972, -2.68535e-14, 10000, 2.5, 300, 0.019802, 0.45098, 0.0
0.116144, 867.972, -5.33892e-15, 10000, 2.5, 300, 0.019802, 0.490196, 0.0
0.116144, 867.972, -5.43621e-15, 10000, 2.5, 300, 0.019802, 0.529412, 0.0
0.116144, 867.972, -2.75356e-15, 10000, 2.5, 300, 0.019802, 0.568627, 0.0
0.116144, 867.972, -1.9088e-16, 10000, 2.5, 300, 0.019802, 0.607843, 0.0
0.116144, 867.972, -1.3232e-17, 10000, 2.5, 300, 0.019802, 0.647059, 0.0
0.116144, 867.972, -9.17259e-19, 10000, 2.5, 300, 0.019802, 0.686275, 0.0
0.116144, 867.972, -6.35753e-20, 10000, 2.5, 300, 0.019802, 0.72549, 0.0
0.116144, 867.972, -4.26089e-21, 10000, 2.5, 300, 0.019802, 0.764706, 0.0
0.116144, 867.972, 1.81403e-21, 10000, 2.5, 300, 0.019802, 0.803922, 0.0
0.116144, 867.972, 3.05552e-20, 10000, 2.5, 300, 0.019802, 0.843137, 0.0
0.116144, 867.972, 4.41081e-19, 10000, 2.5, 300, 0.019802, 0.882353, 0.0
0.116144, 867.972, 6.36288e-18, 10000, 2.5, 300, 0.019802, 0.921569, 0.0
0.116144, 867.972, 9.17884e-17, 10000, 2.5, 300, 0.019802, 0.960784, 0.0
0.116144, 867.972, 1.3241e-15, 10000, 2.5, 300, 0.019802, 1, 0.0
0.116144, 867.972, 5.52962e-15, 10000, 2.5, 300, 0.019802, 1.03922, 0.0
0.116144, 867.972, 5.64482e-15, 10000, 2.5, 300, 0.019802, 1.07843, 0.0
0.116144, 867.972, 5.57524e-15, 10000, 2.5, 300, 0.019802, 1.11765, 0.0
0.116144, 867.972, 2.01964e-14, 10000, 2.5, 300, 0.019802, 1.15686, 0.0
0.116144, 867.972, -4.19171e-15, 10000, 2.5, 300, 0.019802, 1.19608, 0.0
0.116144, 867.972, -2.45481e-14, 10000, 2.5, 300, 0.019802, 1.23529, 0.0
0.116144, 867.972, 2.60212e-14, 10000, 2.5, 300, 0.019802, 1.27451, 0.0
0.116144, 867.972, 2.95944e-15, 10000, 2.5, 300, 0.019802, 1.31373, 0.0
0.116144, 867.972, -1.54247e-15, 10000, 2.5, 300, 0.019802, 1.35294, 0.0
0.116144, 867.972, -3.02638e-15, 10000, 2.5, 300, 0.019802, 1.39216, 0.0
0.116144, 867.972, -2.6312e-14, 10000, 2.5, 300, 0.019802, 1.43137, 0.0
0.116144, 867.972, 2.71901e-14, 10000, 2.5, 300, 0.019802, 1.47059, 0.0
0.116144, 867.972, -1.45091e-15, 10000, 2.5, 300, 0.019802, 1.5098, 0.0
0.116144, 867.972, -2.83271e-14, 10000, 2.5, 300, 0.019802, 1.54902, 0.0
0.116144, 867.972, 2.8002e-14, 10000, 2.5, 300, 0.019802, 1.58824, 0.0
0.116144, 867.972, 1.9533e-15, 10000, 2.5, 300, 0.019802, 1.62745, 0.0
0.116144, 867.972, -2.68801e-14, 10000, 2.5, 300, 0.019802, 1.66667, 0.0
0.116144, 867.972, 2.58857e-14, 10000, 2.5, 300, 0.019802, 1.70588, 0.0
0.116144, 867.972, 4.67043e-15, 10000, 2.5, 300, 0.019802, 1.7451, 0.0
0.116144, 867.972, 5.15955e-15, 10000, 2.5, 300, 0.019802, 1.78431, 0.0
0.116144, 867.972, -3.9461e-15, 10000, 2.5, 300, 0.019802, 1.82353, 0.0
0.116144, 867.972, -2.60951e-14, 10000, 2.5, 300, 0.019802, 1.86275, 0.0
0.116144, 867.972, -6.19714e-15, 10000, 2.5, 300, 0.019802, 1.90196, 0.0
0.116144, 867.972, -5.04283e-15, 10000, 2.5, 300, 0.019802, 1.94118, 0.0
0.116144, 867.972, 1.60753e-17, 10000, 2.5, 300, 0.0594059, 0.0196078, 0.0
0.116144, 867.972, 2.05004e-16, 10000, 2.5, 300, 0.0594059, 0.0588235, 0.0
0.116144, 867.972, 2.4947e-15, 10000, 2.5, 300, 0.0594059, 0.0980392, 0.0
