density, u velocity, v velocity, pressure, Mach, Temperature, x_points, y_points, z_points
0.115984, 456.563, 42.3455, 10376.7, 1.29558, 311.731, 4.9505e-06, 2.47484e-06, 0.0
0.125509, 494.948, 17.2251, 11022.5, 1.4124, 306.001, 4.9505e-06, 7.4565e-06, 0.0
0.121563, 509.991, 11.0677, 10591.2, 1.46059, 303.573, 4.9505e-06, 1.25025e-05, 0.0
0.119274, 515.092, 6.61099, 10346.6, 1.47819, 302.252, 4.9505e-06, 1.76138e-05, 0.0
0.117982, 517.435, 3.81628, 10203.2, 1.48711, 301.327, 4.9505e-06, 2.2791e-05, 0.0
0.117228, 518.744, 2.16322, 10118.2, 1.4923, 300.74, 4.9505e-06, 2.80352e-05, 0.0
0.116781, 519.534, 1.21093, 10068.2, 1.49541, 300.399, 4.9505e-06, 3.33471e-05, 0.0
0.116516, 520.02, 0.671135, 10039, 1.49728, 300.211, 4.9505e-06, 3.87277e-05, 0.0
0.11636, 520.32, 0.368864, 10022.2, 1.49839, 300.109, 4.9505e-06, 4.41778e-05, 0.0
0.116269, 520.503, 0.201293, 10012.6, 1.49906, 300.056, 4.9505e-06, 4.96983e-05, 0.0
0.116216, 520.615, 0.109185, 10007.1, 1.49945, 300.028, 4.9505e-06, 5.52901e-05, 0.0
0.116185, 520.683, 0.058925, 10004, 1.49968, 300.014, 4.9505e-06, 6.09542e-05, 0.0
0.116167, 520.724, 0.0316714, 10002.2, 1.49981, 300.007, 4.9505e-06, 6.66915e-05, 0.0
0.116157, 520.748, 0.016971, 10001.2, 1.49989, 300.003, 4.9505e-06, 7.2503e-05, 0.0
0.116152, 520.762, 0.00907559, 10000.7, 1.49994, 300.001, 4.9505e-06, 7.83895e-05, 0.0
0.116148, 520.771, 0.00484893, 10000.4, 1.49996, 300.001, 4.9505e-06, 8.43521e-05, 0.0
0.116146, 520.776, 0.00259116, 10000.2, 1.49998, 300, 4.9505e-06, 9.03917e-05, 0.0
0.116145, 520.779, 0.00138638, 10000.1, 1.49999, 300, 4.9505e-06, 9.65093e-05, 0.0
0.116145, 520.781, 0.000743397, 10000.1, 1.49999, 300, 4.9505e-06, 0.000102706, 0.0
0.116144, 520.782, 0.000399815, 10000, 1.5, 300, 4.9505e-06, 0.000108983, 0.0
0.116144, 520.782, 0.000215798, 10000, 1.5, 300, 4.9505e-06, 0.000115341, 0.0
0.116144, 520.783, 0.000116928, 10000, 1.5, 300, 4.9505e-06, 0.000121781, 0.0
0.116144, 520.783, 6.36044e-05, 10000, 1.5, 300, 4.9505e-06, 0.000128304, 0.0
0.116144, 520.783, 3.4725e-05, 10000, 1.5, 300, 4.9505e-06, 0.000134912, 0.0
0.116144, 520.783, 1.90182e-05, 10000, 1.5, 300, 4.9505e-06, 0.000141604, 0.0
0.116144, 520.783, 1.04417e-05, 10000, 1.5, 300, 4.9505e-06, 0.000148384, 0.0
0.116144, 520.783, 5.74233e-06, 10000, 1.5, 300, 4.9505e-06, 0.000155251, 0.0
0.116144, 520.783, 3.16039e-06, 10000, 1.5, 300, 4.9505e-06, 0.000162207, 0.0
0.116144, 520.783, 1.73917e-06, 10000, 1.5, 300, 4.9505e-06, 0.000169252, 0.0
0.116144, 520.783, 9.56148e-07, 10000, 1.5, 300, 4.9505e-06, 0.000176389, 0.0
0.116144, 520.783, 5.24746e-07, 10000, 1.5, 300, 4.9505e-06, 0.000183618, 0.0
0.116144, 520.783, 2.87286e-07, 10000, 1.5, 300, 4.9505e-06, 0.00019094, 0.0
0.116144, 520.783, 1.56806e-07, 10000, 1.5, 300, 4.9505e-06, 0.000198357, 0.0
0.116144, 520.783, 8.52864e-08, 10000, 1.5, 300, 4.9505e-06, 0.00020587, 0.0
0.116144, 520.783, 4.62048e-08, 10000, 1.5, 300, 4.9505e-06, 0.000213479, 0.0
0.116144, 520.783, 2.49254e-08, 10000, 1.5, 300, 4.9505e-06, 0.000221187, 0.0
0.116144, 520.783, 1.33854e-08, 10000, 1.5, 300, 4.9505e-06, 0.000228995, 0.0
0.116144, 520.783, 7.15439e-09, 10000, 1.5, 300, 4.9505e-06, 0.000236904, 0.0
0.116144, 520.783, 3.80526e-09, 10000, 1.5, 300, 4.9505e-06, 0.000244915, 0.0
0.116144, 520.783, 2.01382e-09, 10000, 1.5, 300, 4.9505e-06, 0.000253029, 0.0
0.116144, 520.783, 1.06029e-09, 10000, 1.5, 300, 4.9505e-06, 0.000261248, 0.0
0.116144, 520.783, 5.55424e-10, 10000, 1.5, 300, 4.9505e-06, 0.000269573, 0.0
0.116144, 520.783, 2.89477e-10, 10000, 1.5, 300, 4.9505e-06, 0.000278006, 0.0
0.116144, 520.783, 1.50071e-10, 10000, 1.5, 300, 4.9505e-06, 0.000286548, 0.0
0.116144, 520.783, 7.73802e-11, 10000, 1.5, 300, 4.9505e-06, 0.000295201, 0.0
0.116144, 520.783, 3.97042e-11, 10000, 1.5, 300, 4.9505e-06, 0.000303965, 0.0
0.116144, 520.783, 2.02231e-11, 10000, 1.5, 300, 4.9505e-06, 0.000312842, 0.0
0.116144, 520.783, 1.02146e-11, 10000, 1.5, 300, 4.9505e-06, 0.000321834, 0.0
0.116144, 520.783, 5.1457e-12, 10000, 1.5, 300, 4.9505e-06, 0.000330942, 0.0
0.116144, 520.783, 2.56446e-12, 10000, 1.5, 300, 4.9505e-06, 0.000340168, 0.0
0.116144, 520.783, 1.28036e-12, 10000, 1.5, 300, 4.9505e-06, 0.000349513, 0.0
0.116144, 520.783, 6.62217e-13, 10000, 1.5, 300, 4.9505e-06, 0.000358979, 0.0
0.116144, 520.783, 3.30428e-13, 10000, 1.5, 300, 4.9505e-06, 0.000368567, 0.0
0.116144, 520.783, 1.50562e-13, 10000, 1.5, 300, 4.9505e-06, 0.000378279, 0.0
0.116144, 520.783, 8.90058e-14, 10000, 1.5, 300, 4.9505e-06, 0.000388117, 0.0
0.116144, 520.783, 5.79723e-14, 10000, 1.5, 300, 4.9505e-06, 0.000398081, 0.0
0.116144, 520.783, 8.41337e-15, 10000, 1.5, 300, 4.9505e-06, 0.000408175, 0.0
0.116144, 520.783, 4.64471e-15, 10000, 1.5, 300, 4.9505e-06, 0.000418399, 0.0
0.116144, 520.783, 7.54129e-15, 10000, 1.5, 300, 4.9505e-06, 0.000428755, 0.0
0.116144, 520.783, 1.11315e-14, 10000, 1.5, 300, 4.9505e-06, 0.000439244, 0.0
0.116144, 520.783, 3.88812e-15, 10000, 1.5, 300, 4.9505e-06, 0.00044987, 0.0
0.116144, 520.783, -7.66928e-15, 10000, 1.5, 300, 4.9505e-06, 0.000460632, 0.0
0.116144, 520.783, 1.56338e-16, 10000, 1.5, 300, 4.9505e-06, 0.000471534, 0.0
0.116144, 520.783, 6.48569e-15, 10000, 1.5, 300, 4.9505e-06, 0.000482577, 0.0
0.116144, 520.783, 6.22181e-15, 10000, 1.5, 300, 4.9505e-06, 0.000493762, 0.0
0.116144, 520.783, -8.52312e-15, 10000, 1.5, 300, 4.9505e-06, 0.000505092, 0.0
0.116144, 520.783, 4.12516e-15, 10000, 1.5, 300, 4.9505e-06, 0.000516568, 0.0
0.116144, 520.783, 7.18864e-15, 10000, 1.5, 300, 4.9505e-06, 0.000528192, 0.0
0.116144, 520.783, 3.90294e-15, 10000, 1.5, 300, 4.9505e-06, 0.000539967, 0.0
0.116144, 520.783, 5.67991e-15, 10000, 1.5, 300, 4.9505e-06, 0.000551894, 0.0
0.116144, 520.783, 1.44759e-14, 10000, 1.5, 300, 4.9505e-06, 0.000563974, 0.0
0.116144, 520.783, -1.3454e-14, 10000, 1.5, 300, 4.9505e-06, 0.000576211, 0.0
0.116144, 520.783, -9.67842e-15, 10000, 1.5, 300, 4.9505e-06, 0.000588607, 0.0
0.116144, 520.783, -6.04268e-15, 10000, 1.5, 300, 4.9505e-06, 0.000601162, 0.0
0.116144, 520.783, -5.06832e-15, 10000, 1.5, 300, 4.9505e-06, 0.000613879, 0.0
0.116144, 520.783, 3.69404e-15, 10000, 1.5, 300, 4.9505e-06, 0.000626761, 0.0
0.116144, 520.783, 9.24184e-15, 10000, 1.5, 300, 4.9505e-06, 0.000639809, 0.0
0.116144, 520.783, -7.19142e-15, 10000, 1.5, 300, 4.9505e-06, 0.000653026, 0.0
0.116144, 520.783, -7.37198e-15, 10000, 1.5, 300, 4.9505e-06, 0.000666414, 0.0
0.116144, 520.783, -7.87788e-15, 10000, 1.5, 300, 4.9505e-06, 0.000679975, 0.0
0.116144, 520.783, -6.4588e-15, 10000, 1.5, 300, 4.9505e-06, 0.00069371, 0.0
0.116144, 520.783, 5.40488e-15, 10000, 1.5, 300, 4.9505e-06, 0.000707624, 0.0
0.116144, 520.783, 6.14163e-15, 10000, 1.5, 300, 4.9505e-06, 0.000721717, 0.0
0.116144, 520.783, 6.4806e-15, 10000, 1.5, 300, 4.9505e-06, 0.000735992, 0.0
0.116144, 520.783, -4.51573e-15, 10000, 1.5, 300, 4.9505e-06, 0.000750452, 0.0
0.116144, 520.783, -6.6506e-15, 10000, 1.5, 300, 4.9505e-06, 0.000765098, 0.0
0.116144, 520.783, -4.76546e-15, 10000, 1.5, 300, 4.9505e-06, 0.000779934, 0.0
0.116144, 520.783, -3.00353e-15, 10000, 1.5, 300, 4.9505e-06, 0.000794962, 0.0
0.116144, 520.783, -5.59352e-15, 10000, 1.5, 300, 4.9505e-06, 0.000810183, 0.0
0.116144, 520.783, -4.67154e-15, 10000, 1.5, 300, 4.9505e-06, 0.000825602, 0.0
0.116144, 520.783, 7.10554e-15, 10000, 1.5, 300, 4.9505e-06, 0.000841219, 0.0
0.116144, 520.783, 7.54995e-15, 10000, 1.5, 300, 4.9505e-06, 0.000857039, 0.0
0.116144, 520.783, 6.21329e-15, 10000, 1.5, 300, 4.9505e-06, 0.000873062, 0.0
0.116144, 520.783, 1.77582e-14, 10000, 1.5, 300, 4.9505e-06, 0.000889293, 0.0
0.116144, 520.783, 6.14229e-15, 10000, 1.5, 300, 4.9505e-06, 0.000905734, 0.0
0.116144, 520.783, -2.97092e-14, 10000, 1.5, 300, 4.9505e-06, 0.000922387, 0.0
0.116144, 520.783, -6.23708e-15, 10000, 1.5, 300, 4.9505e-06, 0.000939255, 0.0
0.116144, 520.783, 7.55908e-15, 10000, 1.5, 300, 4.9505e-06, 0.000956341, 0.0
0.116144, 520.783, 6.03514e-15, 10000, 1.5, 300, 4.9505e-06, 0.000973648, 0.0
0.116144, 520.783, 1.06884e-14, 10000, 1.5, 300, 4.9505e-06, 0.000991178, 0.0
0.11314, 406.734, 45.0057, 10378.5, 1.1419, 319.622, 1.48515e-05, 2.47484e-06, 0.0
0.131787, 463.977, 23.9635, 11770.7, 1.31385, 311.205, 1.48515e-05, 7.4565e-06, 0.0
0.127497, 495.795, 21.2282, 11232.8, 1.413, 306.978, 1.48515e-05, 1.25025e-05, 0.0
0.123901, 506.635, 15.9196, 10861.3, 1.44691, 305.44, 1.48515e-05, 1.76138e-05, 0.0
0.121384, 511.627, 11.093, 10589.8, 1.4643, 303.979, 1.48515e-05, 2.2791e-05, 0.0
0.11964, 514.63, 7.39991, 10392.9, 1.47586, 302.675, 1.48515e-05, 2.80352e-05, 0.0
0.118435, 516.661, 4.78107, 10255, 1.484, 301.698, 1.48515e-05, 3.33471e-05, 0.0
0.117617, 518.063, 3.01053, 10161.9, 1.48961, 301.039, 1.48515e-05, 3.87277e-05, 0.0
0.117074, 519.017, 1.85563, 10100.9, 1.49338, 300.62, 1.48515e-05, 4.41778e-05, 0.0
0.116722, 519.653, 1.12348, 10061.9, 1.49585, 300.363, 1.48515e-05, 4.96983e-05, 0.0
0.116498, 520.07, 0.669942, 10037.5, 1.49743, 300.209, 1.48515e-05, 5.52901e-05, 0.0
0.116358, 520.338, 0.394297, 10022.4, 1.49842, 300.119, 1.48515e-05, 6.09542e-05, 0.0
0.116273, 520.509, 0.229427, 10013.3, 1.49904, 300.066, 1.48515e-05, 6.66915e-05, 0.0
0.11622, 520.615, 0.132155, 10007.8, 1.49942, 300.037, 1.48515e-05, 7.2503e-05, 0.0
0.116189, 520.681, 0.0754453, 10004.5, 1.49966, 300.02, 1.48515e-05, 7.83895e-05, 0.0
0.11617, 520.722, 0.0427281, 10002.6, 1.4998, 300.011, 1.48515e-05, 8.43521e-05, 0.0
0.116159, 520.747, 0.0240279, 10001.5, 1.49988, 300.006, 1.48515e-05, 9.03917e-05, 0.0
0.116153, 520.761, 0.0134274, 10000.9, 1.49993, 300.003, 1.48515e-05, 9.65093e-05, 0.0
0.116149, 520.77, 0.00746257, 10000.5, 1.49996, 300.002, 1.48515e-05, 0.000102706, 0.0
0.116147, 520.776, 0.00412783, 10000.3, 1.49998, 300.001, 1.48515e-05, 0.000108983, 0.0
0.116146, 520.779, 0.00227404, 10000.2, 1.49999, 300, 1.48515e-05, 0.000115341, 0.0
0.116145, 520.781, 0.00124854, 10000.1, 1.49999, 300, 1.48515e-05, 0.000121781, 0.0
0.116145, 520.782, 0.000683583, 10000, 1.5, 300, 1.48515e-05, 0.000128304, 0.0
0.116144, 520.782, 0.000373416, 10000, 1.5, 300, 1.48515e-05, 0.000134912, 0.0
0.116144, 520.783, 0.000203609, 10000, 1.5, 300, 1.48515e-05, 0.000141604, 0.0
0.116144, 520.783, 0.000110853, 10000, 1.5, 300, 1.48515e-05, 0.000148384, 0.0
0.116144, 520.783, 6.02757e-05, 10000, 1.5, 300, 1.48515e-05, 0.000155251, 0.0
0.116144, 520.783, 3.27369e-05, 10000, 1.5, 300, 1.48515e-05, 0.000162207, 0.0
0.116144, 520.783, 1.77598e-05, 10000, 1.5, 300, 1.48515e-05, 0.000169252, 0.0
0.116144, 520.783, 9.62291e-06, 10000, 1.5, 300, 1.48515e-05, 0.000176389, 0.0
0.116144, 520.783, 5.2068e-06, 10000, 1.5, 300, 1.48515e-05, 0.000183618, 0.0
0.116144, 520.783, 2.81272e-06, 10000, 1.5, 300, 1.48515e-05, 0.00019094, 0.0
0.116144, 520.783, 1.51652e-06, 10000, 1.5, 300, 1.48515e-05, 0.000198357, 0.0
0.116144, 520.783, 8.15828e-07, 10000, 1.5, 300, 1.48515e-05, 0.00020587, 0.0
0.116144, 520.783, 4.37751e-07, 10000, 1.5, 300, 1.48515e-05, 0.000213479, 0.0
0.116144, 520.783, 2.34201e-07, 10000, 1.5, 300, 1.48515e-05, 0.000221187, 0.0
0.116144, 520.783, 1.24893e-07, 10000, 1.5, 300, 1.48515e-05, 0.000228995, 0.0
