density, u velocity, v velocity, pressure, Mach, Temperature, x_points, y_points, z_points
0.0943643, 775.465, 106.871, 8488.81, 2.20579, 313.442, 9.80392e-06, 2.47484e-06, 0.0
0.131427, 822.578, 35.8412, 11569.5, 2.34536, 306.723, 9.80392e-06, 7.4565e-06, 0.0
0.125686, 850.182, 24.2101, 10945.3, 2.43587, 303.43, 9.80392e-06, 1.25025e-05, 0.0
0.121792, 859.969, 15.4188, 10580, 2.46636, 302.68, 9.80392e-06, 1.76138e-05, 0.0
0.119477, 863.775, 9.51579, 10357.5, 2.47958, 302.056, 9.80392e-06, 2.2791e-05, 0.0
0.118132, 865.521, 5.76711, 10218.6, 2.48721, 301.397, 9.80392e-06, 2.80352e-05, 0.0
0.117338, 866.464, 3.44887, 10131.8, 2.4921, 300.862, 9.80392e-06, 3.33471e-05, 0.0
0.11686, 867.028, 2.03726, 10078.3, 2.49522, 300.497, 9.80392e-06, 3.87277e-05, 0.0
0.116571, 867.38, 1.18845, 10045.9, 2.49716, 300.273, 9.80392e-06, 4.41778e-05, 0.0
0.116396, 867.603, 0.684362, 10026.5, 2.49834, 300.144, 9.80392e-06, 4.96983e-05, 0.0
0.116291, 867.744, 0.388823, 10015.1, 2.49904, 300.073, 9.80392e-06, 5.52901e-05, 0.0
0.116229, 867.832, 0.217829, 10008.5, 2.49945, 300.035, 9.80392e-06, 6.09542e-05, 0.0
0.116193, 867.887, 0.120237, 10004.7, 2.49969, 300.015, 9.80392e-06, 6.66915e-05, 0.0
0.116171, 867.92, 0.0653207, 10002.6, 2.49983, 300.006, 9.80392e-06, 7.2503e-05, 0.0
0.116159, 867.941, 0.0348767, 10001.4, 2.49991, 300.002, 9.80392e-06, 7.83895e-05, 0.0
0.116152, 867.954, 0.0182663, 10000.7, 2.49995, 300, 9.80392e-06, 8.43521e-05, 0.0
0.116149, 867.961, 0.00935945, 10000.4, 2.49997, 299.999, 9.80392e-06, 9.03917e-05, 0.0
0.116146, 867.966, 0.00467427, 10000.2, 2.49999, 299.999, 9.80392e-06, 9.65093e-05, 0.0
0.116145, 867.968, 0.00226287, 10000.1, 2.49999, 299.999, 9.80392e-06, 0.000102706, 0.0
0.116145, 867.97, 0.00105287, 10000, 2.5, 300, 9.80392e-06, 0.000108983, 0.0
0.116144, 867.971, 0.000464023, 10000, 2.5, 300, 9.80392e-06, 0.000115341, 0.0
0.116144, 867.971, 0.000188366, 10000, 2.5, 300, 9.80392e-06, 0.000121781, 0.0
0.116144, 867.971, 6.59217e-05, 10000, 2.5, 300, 9.80392e-06, 0.000128304, 0.0
0.116144, 867.972, 1.56374e-05, 10000, 2.5, 300, 9.80392e-06, 0.000134912, 0.0
0.116144, 867.972, -2.34754e-06, 10000, 2.5, 300, 9.80392e-06, 0.000141604, 0.0
0.116144, 867.972, -6.92025e-06, 10000, 2.5, 300, 9.80392e-06, 0.000148384, 0.0
0.116144, 867.972, -6.59845e-06, 10000, 2.5, 300, 9.80392e-06, 0.000155251, 0.0
0.116144, 867.972, -4.95695e-06, 10000, 2.5, 300, 9.80392e-06, 0.000162207, 0.0
0.116144, 867.972, -3.32485e-06, 10000, 2.5, 300, 9.80392e-06, 0.000169252, 0.0
0.116144, 867.972, -2.0791e-06, 10000, 2.5, 300, 9.80392e-06, 0.000176389, 0.0
0.116144, 867.972, -1.23638e-06, 10000, 2.5, 300, 9.80392e-06, 0.000183618, 0.0
0.116144, 867.972, -7.0664e-07, 10000, 2.5, 300, 9.80392e-06, 0.00019094, 0.0
0.116144, 867.972, -3.90529e-07, 10000, 2.5, 300, 9.80392e-06, 0.000198357, 0.0
0.116144, 867.972, -2.09445e-07, 10000, 2.5, 300, 9.80392e-06, 0.00020587, 0.0
0.116144, 867.972, -1.09224e-07, 10000, 2.5, 300, 9.80392e-06, 0.000213479, 0.0
0.116144, 867.972, -5.54344e-08, 10000, 2.5, 300, 9.80392e-06, 0.000221187, 0.0
0.116144, 867.972, -2.73803e-08, 10000, 2.5, 300, 9.80392e-06, 0.000228995, 0.0
0.116144, 867.972, -1.31487e-08, 10000, 2.5, 300, 9.80392e-06, 0.000236904, 0.0
0.116144, 867.972, -6.12733e-09, 10000, 2.5, 300, 9.80392e-06, 0.000244915, 0.0
0.116144, 867.972, -2.76145e-09, 10000, 2.5, 300, 9.80392e-06, 0.000253029, 0.0
0.116144, 867.972, -1.19699e-09, 10000, 2.5, 300, 9.80392e-06, 0.000261248, 0.0
0.116144, 867.972, -4.94582e-10, 10000, 2.5, 300, 9.80392e-06, 0.000269573, 0.0
0.116144, 867.972, -1.91662e-10, 10000, 2.5, 300, 9.80392e-06, 0.000278006, 0.0
0.116144, 867.972, -6.74385e-11, 10000, 2.5, 300, 9.80392e-06, 0.000286548, 0.0
0.116144, 867.972, -1.98322e-11, 10000, 2.5, 300, 9.80392e-06, 0.000295201, 0.0
0.116144, 867.972, -3.40447e-12, 10000, 2.5, 300, 9.80392e-06, 0.000303965, 0.0
0.116144, 867.972, 1.16043e-12, 10000, 2.5, 300, 9.80392e-06, 0.000312842, 0.0
0.116144, 867.972, 1.829e-12, 10000, 2.5, 300, 9.80392e-06, 0.000321834, 0.0
0.116144, 867.972, 1.40289e-12, 10000, 2.5, 300, 9.80392e-06, 0.000330942, 0.0
0.116144, 867.972, 8.81201e-13, 10000, 2.5, 300, 9.80392e-06, 0.000340168, 0.0
0.116144, 867.972, 4.68066e-13, 10000, 2.5, 300, 9.80392e-06, 0.000349513, 0.0
