density, u velocity, v velocity, pressure, Mach, Temperature, x_points, y_points, z_points
0.113964, 871.115, 58.5605, 9681.35, 2.53166, 295.997, 2.47525e-06, 4.89996e-06, 0.0
0.117969, 866.213, 6.27266, 10205.2, 2.48912, 301.42, 2.47525e-06, 1.47039e-05, 0.0
0.116456, 867.569, 0.990394, 10036.7, 2.49762, 300.293, 2.47525e-06, 2.45159e-05, 0.0
0.116196, 867.898, 0.15383, 10005.9, 2.49961, 300.044, 2.47525e-06, 3.4336e-05, 0.0
0.116152, 867.959, 0.0229147, 10000.9, 2.49994, 300.006, 2.47525e-06, 4.41641e-05, 0.0
0.116145, 867.969, 0.0032625, 10000.1, 2.49999, 300.001, 2.47525e-06, 5.40004e-05, 0.0
0.116144, 867.971, 0.000439631, 10000, 2.5, 300, 2.47525e-06, 6.38447e-05, 0.0
0.116144, 867.972, 5.50339e-05, 10000, 2.5, 300, 2.47525e-06, 7.36971e-05, 0.0
0.116144, 867.972, 6.15785e-06, 10000, 2.5, 300, 2.47525e-06, 8.35577e-05, 0.0
0.116144, 867.972, 5.55718e-07, 10000, 2.5, 300, 2.47525e-06, 9.34263e-05, 0.0
0.116144, 867.972, 2.35605e-08, 10000, 2.5, 300, 2.47525e-06, 0.000103303, 0.0
0.116144, 867.972, -5.48251e-09, 10000, 2.5, 300, 2.47525e-06, 0.000113188, 0.0
0.116144, 867.972, -2.07172e-09, 10000, 2.5, 300, 2.47525e-06, 0.000123081, 0.0
0.116144, 867.972, -4.65449e-10, 10000, 2.5, 300, 2.47525e-06, 0.000132982, 0.0
0.116144, 867.972, -8.56936e-11, 10000, 2.5, 300, 2.47525e-06, 0.000142891, 0.0
0.116144, 867.972, -1.38244e-11, 10000, 2.5, 300, 2.47525e-06, 0.000152809, 0.0
0.116144, 867.972, -1.95542e-12, 10000, 2.5, 300, 2.47525e-06, 0.000162734, 0.0
0.116144, 867.972, -2.95433e-13, 10000, 2.5, 300, 2.47525e-06, 0.000172668, 0.0
0.116144, 867.972, 5.39558e-16, 10000, 2.5, 300, 2.47525e-06, 0.00018261, 0.0
0.116144, 867.972, 3.7504e-14, 10000, 2.5, 300, 2.47525e-06, 0.00019256, 0.0
0.116144, 867.972, -1.83919e-14, 10000, 2.5, 300, 2.47525e-06, 0.000202518, 0.0
0.116144, 867.972, -1.34007e-14, 10000, 2.5, 300, 2.47525e-06, 0.000212485, 0.0
0.116144, 867.972, 1.16748e-14, 10000, 2.5, 300, 2.47525e-06, 0.00022246, 0.0
0.116144, 867.972, -1.17668e-14, 10000, 2.5, 300, 2.47525e-06, 0.000232442, 0.0
0.116144, 867.972, -1.40253e-14, 10000, 2.5, 300, 2.47525e-06, 0.000242433, 0.0
0.116144, 867.972, 1.30566e-14, 10000, 2.5, 300, 2.47525e-06, 0.000252433, 0.0
0.116144, 867.972, 7.82679e-15, 10000, 2.5, 300, 2.47525e-06, 0.00026244, 0.0
0.116144, 867.972, 1.14606e-14, 10000, 2.5, 300, 2.47525e-06, 0.000272456, 0.0
0.116144, 867.972, -2.95916e-14, 10000, 2.5, 300, 2.47525e-06, 0.00028248, 0.0
0.116144, 867.972, 1.5348e-14, 10000, 2.5, 300, 2.47525e-06, 0.000292512, 0.0
0.116144, 867.972, 7.59265e-15, 10000, 2.5, 300, 2.47525e-06, 0.000302553, 0.0
0.116144, 867.972, -2.67476e-14, 10000, 2.5, 300, 2.47525e-06, 0.000312602, 0.0
